wgs84(x),wgs84(y),time_series,geometry,status2,ST_NO,NAME_C,NAME_E,ADDR_C,ADDR_E,ADMICODE,TM_X,TM_Y,ELEV,WR_DIST_NO,DEPTID,RV_NO,ST_NO1,REMARKS,LONGITUDE,LATITUDE,STATUS,TRI_NAME,TOWN_ID,SETST_NODA,IP,PORT,IP_SRC,TM_X97,TM_Y97,PERMISTYPE,SETTYPE,UNITTYPE,UNITNAME,USETYPE1,USETYPE2,USETYPE3,USETYPE4,USETYPE5,USETYPE6,ENAME,WNAME,SPECIFICPR,TOWNID,VILLAGE,TRINO2,TRINO3,DAMAREA,ISLIGHTNIN,ISSTEAL,ISDISASTER,LANDSUBSID,OBSITEMS,EQUIPTYPE,RAINPACKCN,ISFENCE,SPACE,RAINMOUTH,ISRT,TRANSSEQ1,TRANSSEQ2,ISCOLLECTI,COLLECTION,ISCHECK,NOTCHCEKRE,TRANSTYPEW,TRANSTYPEC,TRANSTYPET,OBSTYPE,NORMALOBST,SHORTOBSTY,SHORTOBSRE,SHORTOBSPL,SHORTOBSOT,SHORTOBS_S,PAUSEOBSRE,ISREPLACE,REPLACE_ST,PAUSEDATE,NEXTOBSDAT,OBSREMARKS,ISSOLAR,ISLOCALCAL,SUN_W,SUN_CNT,ISSUNSHINE,ISCOVER,SD,DRIVEDISTA,WALKDISTAN,MAINTAINCY,SOLARREMAR,STAFFOPERA,STAFFCOMPI,STNAME_E,NOTCHECKOT,CANCELNO,U_NO,X_84,Y_84
120.928345,23.561835,false,Point,現存,01H400,東埔,DONG PU,南投縣信義鄉東埔村(東埔派出所),"Dongpu Vil., Xinyi Township, Nantou County",10,241857.0,2606707.6,1135.0,20,4,1510,2900490,None,"120°55'42""","23°33'43""",NULL,陳有蘭溪,1000812,00:00.0,010.116.24.008,4891,PROCAL,242685.28,2606500.84,1,1,6,東埔派出所,1,1,0,0,0,0,NULL,NULL,NULL,1000812,東埔村,151010,151011,集集攔河堰,3,3,2,0,0,0,1,0,200,150,1,8,8,1,0,1,0,1,NULL,NULL,0,1,0,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,1,0,5,1,1,0,1,4,0,7,NULL,218,217,DONG PU,NULL,NULL,8,NULL,NULL
120.94055,24.619834,false,Point,現存,C0E850,大河,Dahe,苗栗縣三灣鄉大河村48號(大河派出所),NULL,12,243151.87,2723878.08,104.0,20,99,NULL,NULL,NULL,"120°56'25.98""","24°37'11.40""",NULL,NULL,1000516,00:00.0,NULL,NULL,NULL,243980.79,2723672.01,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1000516,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Dahe,NULL,NULL,15,NULL,NULL
120.948421,24.360424,false,Point,現存,1.00E+60,象鼻(1),XIANG BI-1,苗栗縣泰安鄉象鼻村1鄰13號(象鼻派出所),"No.13, Xiangbi, Tai’An Township, Miaoli County",12,243937.5,2695146.1,658.0,20,3,1400,2300130,None,"120°56'54.0""","24°21'38.0""",NULL,馬達拉溪,1000518,00:00.0,010.116.23.009,4839,PROCAL,244767.0,2694941.0,1,1,6,象鼻派出所,1,1,0,0,0,0,NULL,NULL,NULL,1000518,象鼻村,140010,None,士林壩,1,1,1,0,0,0,1,1,200,0,1,7,1,1,4,1,0,1,None,NULL,0,1,0,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,1,0,5,1,1,0,2,3,0,3,NULL,212,212,XIANG BI-1,NULL,NULL,8,120.9,24.36
120.952814,24.789795,false,Point,現存,O1D59,成德中學,CHENGDE,新竹市北區崧嶺路12巷38號,"410F., No.38, Ln. 12, Songling Rd., North Dist., Hsinchu City",18,244389.0,2742706.0,97.0,10,2,1310,1310001,None,"120°57'10""","24°47'23""",NULL,NULL,1001802,00:00.0,010.116.022.017,NULL,TAICAN,245229.0,2742496.0,0,0,3,成德中學,0,0,0,1,0,1,NULL,NULL,NULL,1001802,NULL,None,None,NULL,0,0,0,0,0,0,0,0,NULL,NULL,1,1,1,0,0,0,0,1,NULL,NULL,0,1,0,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,1,0,130w,1,1,0,0,0,0,0,NULL,207,207,CHENGDE,NULL,NULL,8,NULL,NULL
120.954389,22.532417,false,Point,現存,O1S66,賓茂國小,BIN MAO GUO XIAO,臺東縣金峰鄉賓茂村68號(賓茂國小),"No. 68,Binmau Village,Jinfeng Township,Taitung County .",5,244480.49,2492716.88,43.0,40,8,2140,2140001,None,"120°57'16.0""","22°31'57.0""",NULL,金崙溪,1001409,00:00.0,10.116.28.2,4879,PROCAL,245308.35,2492508.49,1,1,5,賓茂國小,0,0,0,0,0,0,NULL,NULL,NULL,1001409,賓茂村,None,None,NULL,2,2,2,0,0,0,0,0,NULL,NULL,1,1,1,0,0,0,0,1,NULL,NULL,0,1,0,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,1,0,90,1,1,0,0,3,0,0,NULL,241,478,BIN MAO GUO XIAO,NULL,NULL,8,120.9,22.53
120.955157,24.068391,false,Point,現存,01H720,清流(1),QING LIU-1,南投縣仁愛鄉互助村明月巷3號對面路旁,"Qingfeng Rd., Ren’Ai Township, Nantou County",10,244599.56,2662807.39,415.0,20,3,1430,2700050,None,"120°57'18.6""","24°4'6.2""",NULL,北港溪,1000813,00:00.0,010.116.23.006,4836,PROCAL,245440.0,2662598.0,1,0,8,三角公園北邊,1,1,0,0,0,0,NULL,NULL,NULL,1000813,互助村,143010,143011,NULL,1,1,1,0,0,0,1,1,200,0,1,7,1,1,4,1,0,1,NULL,NULL,0,1,0,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,1,0,5,1,1,0,2,3,0,3,NULL,212,212,QING LIU-1,NULL,NULL,8,120.9,24.06
120.955306,24.655722,false,Point,現存,01E380,大河,DA HE,苗栗縣三灣鄉大河村64號,"No.64, Dahe Vil., Sanwan Township, Miaoli County",12,244635.61,2727856.0,103.0,20,2,1340,1700150,None,"120°57'19.1""","24°39'20.6""",NULL,南庄溪,1000516,00:00.0,010.116.22.003,4817,PROCAL,245476.05,2727646.35,0,1,5,大河國小,1,1,0,0,0,0,NULL,NULL,NULL,1000516,大河村,134010,None,NULL,3,3,3,0,0,0,1,0,200,50,1,1,1,1,4,1,0,1,None,NULL,0,1,0,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,1,0,5,1,1,0,0,2,0,3,NULL,208,208,DA HE,NULL,NULL,8,120.9,24.65
120.958064,22.648564,false,Point,現存,O1S68,金針山,JIN JHEN SHAN,臺東縣金峰鄉金山段125地號,"Jinfeng Township, Taitung County",5,244849.0,2505578.0,1110.0,40,8,2170,2170012,None,"120°57'29.0""","22°39'2.0""",NULL,知本溪,1001414,00:00.0,010.116.028.008,NULL,TAICAN,245690.0,2505369.0,1,0,8,NULL,0,0,0,0,0,0,NULL,NULL,NULL,1001414,NULL,None,None,NULL,0,0,0,0,0,0,0,0,NULL,NULL,1,1,1,0,0,0,0,1,None,NULL,0,1,0,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,1,0,130,1,0,0,0,0,0,0,NULL,241,618,JIN JHEN SHAN,NULL,NULL,8,120.9,22.65
120.960274,24.687014,false,Point,現存,1.00E+240,珊珠湖,SHAN ZHU HU,苗栗縣頭份鎮流東里信德路58號,"No.58, Xinde Rd., Liudong Vil., Toufen Township, Miaoli County",12,245150.7,2731316.6,45.0,20,2,1340,1700090,None,"120°57'37""","24°41'13""",NULL,中港溪,1000505,00:00.0,010.116.22.011,4825,PROCAL,245979.98,2731111.98,1,1,5,苗栗縣立信德國小,1,1,0,0,0,0,NULL,NULL,NULL,1000505,流東里,134010,None,NULL,3,3,3,0,0,0,1,0,200,50,1,7,1,1,4,1,0,1,NULL,NULL,0,1,0,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,1,0,5,1,1,0,1,2,0,3,NULL,208,208,SHAN ZHU HU,NULL,NULL,8,NULL,NULL
120.967496,24.733342,false,Point,現存,O1D57,新城國小,Xin Cheng Guo Xiao,新竹縣寶山鄉寶新路二段475號,"No.475, Sec. 2, Baoxin Rd., Baoshan Township, Hsinchu County",19,245872.0,2736453.0,84.0,10,2,1320,1320006,None,"120°58'3""","24°44'0""",NULL,NULL,1000410,00:00.0,010.116.022.018,NULL,TAICAN,246712.0,2736243.0,0,0,3,新城國小,0,0,0,0,0,0,NULL,NULL,NULL,1000410,NULL,None,None,NULL,0,0,0,0,0,0,0,0,NULL,NULL,1,1,1,0,0,0,0,1,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,0,0,130w,1,0,0,0,0,0,0,NULL,207,207,Xin Cheng Guo Xiao,NULL,NULL,8,NULL,NULL
120.968784,24.46991,false,Point,現存,1.00E+30,橫龍山,HENG LONG SHAN,苗栗縣泰安鄉錦水村10鄰橫龍山52號(橫龍山派出所),"No.52, Neighborhood10, Henglongshan, Jinshui Vil., Tai’An Township, Miaoli County",12,246006.5,2707271.2,550.0,20,2,1350,1900020,None,"120°58'8""","24°28'12""",NULL,汶水溪,1000518,00:00.0,010.116.22.015,4829,PROCAL,246835.67,2707066.22,1,1,6,苗栗縣警察局大湖分局橫龍山派出所,1,1,0,0,0,0,NULL,NULL,NULL,1000518,錦水村,135010,None,NULL,3,3,3,0,0,0,1,0,150,50,1,7,1,1,4,1,0,1,NULL,NULL,0,1,0,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,1,0,5,1,1,0,0,3,0,3,NULL,207,207,HENG LONG SHAN,NULL,NULL,8,NULL,NULL
120.986019,24.397795,false,Point,現存,1.00E+80,松安,SONG AN,苗栗縣泰安鄉梅園村,"Meiyuan, Tai’An Township, Miaoli County",12,247752.5,2699284.4,1308.0,20,3,1400,2300090,None,"120°59'10""","24°23'52""",NULL,大安溪,1000518,00:00.0,010.116.23.004,4834,PROCAL,248582.0,2699079.0,1,0,7,林務局,1,1,0,0,0,0,NULL,NULL,NULL,1000518,梅園村,140010,None,NULL,1,1,1,0,0,0,1,1,200,0,1,7,1,1,8,1,0,1,NULL,NULL,0,1,0,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,1,0,5,1,1,0,2,3,0,7,NULL,212,212,SONG AN,NULL,NULL,8,NULL,NULL
120.9869,24.7987,false,Point,現存,C0D660,新竹市東區,Xinzhushidongqu,新竹市東區光復路二段321號（工研院光復院區6館）,NULL,18,247846.64,2743687.73,65.0,10,99,NULL,NULL,NULL,"120°59'12.84""","24°47'55.32""",NULL,NULL,1001801,00:00.0,NULL,NULL,NULL,248675.55,2743481.59,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1001801,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Xinzhushidongqu,NULL,NULL,15,NULL,NULL
120.995113,24.126179,false,Point,現存,01F100,八仙山(1),BA XIAN SHAN-1,臺中市和平區裡冷溪林道八仙山,"Sec. 1, Dongguan Rd., Heping Dist., Taichung City",1,248674.4,2669203.0,1600.0,20,3,1420,2500690,None,"120°59'42.0""","24°7'34.0""",NULL,大甲溪,6602900,00:00.0,NULL,NULL,NULL,249503.26,2668997.17,NULL,NULL,NULL,NULL,1,1,1,1,1,1,NULL,NULL,NULL,6602900,NULL,None,None,NULL,NULL,NULL,NULL,1,0,NULL,0,NULL,NULL,NULL,0,NULL,NULL,1,NULL,NULL,NULL,None,None,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,212,212,BA XIAN SHAN-1,NULL,NULL,8,120.9,24.12
120.984742,23.24789,false,Point,現存,01S470,向陽(2),XIANG YANG-2,臺東縣海端鄉利稻村(向陽遊樂區行政中心),"Xiangyang Village,Haiduan Township,Taitung County .",5,247598.3,2571942.19,2362.0,40,8,2200,4000010,None,"120°59'5.1""","23°14'52.4""",NULL,新武呂溪,1001412,00:00.0,010.116.28.010,NULL,TAICAN,248438.74,2571733.23,1,1,7,向陽遊樂區,0,0,0,0,0,0,NULL,NULL,NULL,1001412,向陽村,220010,None,NULL,2,1,2,0,0,0,1,1,100,0,1,7,8,1,4,1,0,1,NULL,NULL,0,1,0,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,1,0,5,1,1,0,1,4,9,3,NULL,241,478,XIANG YANG-2,NULL,NULL,8,120.9,23.24
120.99909,22.690878,false,Point,現存,01S210,知本(5),ZHI BEN-5,臺東縣卑南鄉溫泉村(泓泉度假飯店斜坡上方),"Wenquan Village,Beinan Township,Taitung County .",5,249077.9,2510262.1,173.0,40,8,2170,4600070,None,"120°59'57.0""","22°41'27.0""",NULL,知本溪,1001409,00:00.0,010.116.28.004,4914,PROCAL,249906.47,2510053.83,1,0,7,林務局,0,0,0,0,0,0,NULL,NULL,NULL,1001404,溫泉村,None,None,NULL,2,1,2,0,0,0,1,1,140,0,1,7,8,1,4,0,0,1,None,NULL,0,1,0,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,1,0,5,1,1,0,1,1,9,3,NULL,241,478,ZHI BEN-5,NULL,NULL,8,120.9,22.69
121.00036,24.597043,false,Point,現存,1.00E+170,南庄(1),NAN ZHUANG-1,苗栗縣南庄鄉東村大同路3號(南庄鄉公所),"No.3, Datong Rd., Dong Vil., Nanzhuang Township, Miaoli County",12,249207.0,2721351.5,229.0,20,2,1340,1700030,None,"121°0'1""","24°35'49""",NULL,南庄溪,1000511,00:00.0,010.116.22.009,4823,PROCAL,250036.47,2721146.53,1,1,8,南庄鄉公所,1,1,0,0,0,0,NULL,NULL,NULL,1000511,東村,134010,None,NULL,3,3,3,0,0,0,1,0,300,100,1,7,1,1,4,1,0,1,NULL,NULL,0,1,0,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,1,0,5,1,1,0,0,2,0,3,NULL,208,208,NAN ZHUANG-1,NULL,NULL,8,NULL,NULL
121.009337,24.360313,false,Point,現存,wr1209,景山,Jingshan,景安橋旁,"Zhuolan Township, Miaoli County",12,250118.0,2695133.0,328.0,20,12,1400,9002,None,"121°0'33.0""","24°21'37.0""",NULL,大安溪,NULL,00:00.0,NULL,NULL,NULL,250947.26,2694927.78,1,0,8,鯉魚潭水庫,0,0,0,1,1,1,NULL,NULL,NULL,1000507,NULL,None,None,鯉魚潭水庫,1,3,1,1,0,0,0,1,NULL,NULL,1,10,10,0,0,0,0,NULL,NULL,以web service介接,0,0,0,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,0,0,NULL,NULL,0,0,0,0,0,0,NULL,486,486,NULL,NULL,NULL,8,121,24.36
121.17376,23.005759,false,Point,現存,01S86,電光,DIAN GUANG,臺東縣關山鎮電光里中興路93號(電光國小),"No. 93,Zhongxing Rd.,Dianguang Village,Guanshan Township,Taitung County .",5,266971.46,2545140.22,220.0,40,8,2200,2200057,None,"121°10'25.5""","23°0'20.7""",NULL,新武呂溪,1001403,00:00.0,010.116.28.012,NULL,TAICAN,267811.8,2544931.39,1,1,5,電光國小,0,0,0,0,0,0,NULL,NULL,NULL,1001403,電光里,220010,None,NULL,2,1,2,0,0,0,0,0,NULL,NULL,1,7,8,0,4,1,0,1,NULL,NULL,0,1,0,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,1,0,5,1,1,0,1,2,9,3,NULL,241,478,DIAN GUANG,NULL,NULL,8,121.1,23
121.180445,24.78022,false,Point,現存,01D300,關西(3),GUANXI 3,新竹縣關西鎮東光里16張49號(富光國中),"No.49, Shiliuzhang,Dongguangvil. , Guanxi Township, Hsinchu County",19,267417.1,2741651.3,146.0,10,2,1290,1100050,None,"121°10'50""","24°46'49""",NULL,鳳山溪,1000404,00:00.0,010.116.22.016,4830,PROCAL,268246.42,2741446.69,1,1,5,新竹縣立富光國中,1,1,0,0,0,0,NULL,NULL,NULL,1000404,東光里,129010,None,NULL,3,3,3,0,0,0,1,0,1000,100,1,7,1,1,4,1,0,1,NULL,NULL,0,1,0,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,1,0,5,1,1,0,1,2,0,3,NULL,205,207,GUANXI 3,NULL,NULL,8,NULL,NULL
121.199289,24.106993,false,Point,現存,01H310,翠峰,CUI FENG,南投縣仁愛鄉大同村翠峰派出所,"Datong Vil., Ren’Ai Township, Nantou County",10,269429.6,2667093.2,2303.0,20,4,1510,2900070,None,"121°11'57""","24°6'25""",NULL,濁水溪,1000813,00:00.0,010.116.24.006,4889,PROCAL,270259.24,2666886.82,1,1,6,翠峰派出所,1,1,0,0,0,0,NULL,NULL,NULL,1000813,大同村,151010,151011,萬大水庫,2,1,2,0,0,0,1,1,200,150,1,8,8,1,0,1,0,1,NULL,NULL,0,1,0,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,1,0,5,1,1,0,1,4,0,5,NULL,217,216,CUI FENG,NULL,NULL,8,NULL,NULL
121.203511,24.182564,false,Point,現存,01H210,翠巒,CUI LUAN,南投縣仁愛鄉翠華村翠巒路21號,"No.21, Cuiluan Rd., Ren’Ai Township, Nantou County",10,269847.4,2675462.7,1590.0,20,3,1430,2700020,None,"121°12'13""","24°10'57""",NULL,北港溪,1000813,00:00.0,010.116.23.010,4840,PROCAL,270676.23,2675256.8,1,0,8,NULL,1,1,0,0,0,0,NULL,NULL,NULL,1000813,翠華村,143010,143011,NULL,1,1,1,0,0,0,1,1,200,50,1,7,1,1,8,1,0,1,NULL,NULL,0,1,0,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,1,0,5,1,1,0,2,4,0,7,NULL,212,212,CUI LUAN,NULL,NULL,8,NULL,NULL
121.208605,24.677569,false,Point,現存,01D180,梅花,MEIHUA,新竹縣尖石鄉梅花村1鄰11號(梅花國小),"No.11, Neighborhood1, Meihua Vil., Jianshi Township, Hsinchu County",19,270281.7,2730286.1,560.0,10,2,1300,1300130,None,"121°12'31""","24°40'39""",NULL,油羅溪,1000412,00:00.0,010.116.22.012,4826,PROCAL,271111.28,2730081.39,1,1,5,梅花國小,1,1,0,0,0,0,NULL,NULL,NULL,1000412,梅花村,130010,130011,NULL,3,3,3,0,0,0,1,0,150,100,1,7,1,1,4,1,0,1,NULL,NULL,0,1,0,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,1,0,5,1,1,0,1,3,0,3,NULL,205,207,MEIHUA,NULL,NULL,8,NULL,NULL
121.214193,23.260846,false,Point,現存,01T9K,卓清,ZHUO QING,花蓮縣卓溪鄉新生段14號(舊清水管訓班大隊部),"No.14, Xinsheng Sec., Zhuoxi Township, Hualien County",9,271087.0,2573391.0,735.0,40,9,2370,2370047,（舊清水管訓班大隊部）,"121°12'51""","23°15'39""",NULL,NULL,1001513,00:00.0,NULL,NULL,NULL,271915.08,2573183.99,1,0,8,國有財產局,1,1,0,0,0,0,NULL,NULL,NULL,1001513,NULL,237010,None,NULL,2,2,1,0,0,0,0,0,NULL,NULL,0,10,10,1,8,1,0,NULL,NULL,NULL,0,1,0,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,0,0,NULL,NULL,1,0,1,4,2,7,NULL,247,243,ZHUO QING,NULL,NULL,8,NULL,NULL
121.024369,22.766263,false,Point,現存,01S560,南鵝,NAN E,臺東縣卑南鄉東興村(大南發電所進水口對面),"Dongxing Village,Beinan Township,Taitung County .",5,251673.6,2518609.3,180.0,40,8,2180,4400010,None,"121°1'28.0""","22°45'59.0""",NULL,利嘉溪,1001404,00:00.0,010.116.28.014,NULL,TAICAN,252502.4,2518401.35,1,0,8,大南發電所,0,0,0,0,0,0,NULL,NULL,NULL,1001404,東興村,None,None,NULL,2,1,1,0,0,0,1,1,100,0,1,7,8,1,4,1,0,1,NULL,NULL,0,1,0,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,1,0,5,1,1,0,1,1,9,3,NULL,241,478,NAN E,NULL,NULL,8,121,22.76
121.2214,24.8701,false,Point,現存,C0C670,龍潭,Longtan,桃園市龍潭區中興路726號（龍潭消防分隊）,NULL,13,271542.77,2751614.09,250.0,10,99,NULL,NULL,NULL,"121°13'17.04""","24°52'12.36""",NULL,NULL,6800900,00:00.0,NULL,NULL,NULL,272371.6,2751407.93,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6800900,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Longtan,NULL,NULL,15,NULL,NULL
121.025492,24.279565,false,Point,現存,01F350,雪嶺,XUE LING,臺中市和平區東勢林區管理處小雪山山莊,"Sec. 1, Dongguan Rd., Heping Dist., Taichung City",1,251758.6,2686190.5,2575.0,20,3,1400,2300070,None,"121°1'32""","24°16'46""",NULL,雪山坑溪,6602900,00:00.0,010.116.23.007,4837,PROCAL,252588.0,2685985.0,1,0,8,東勢林區管理處小雪山山莊,1,1,0,0,0,0,NULL,NULL,NULL,6602900,NULL,140010,None,NULL,1,1,1,0,0,0,1,1,200,50,1,7,1,1,8,1,0,1,NULL,NULL,0,1,0,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,1,0,5,1,1,0,2,3,0,7,NULL,212,212,XUE LING,NULL,NULL,8,NULL,NULL
121.240179,24.811253,false,Point,現存,21C050,石門,SHI MEN,石門水庫運轉中心內,Daping T. Luntan H. Taoyuan H.,13,273451.2,2745097.6,255.0,10,11,1140,30022,None,"121°14'25.0""","24°48'41.0""",NULL,大漢溪,6800900,00:00.0,NULL,NULL,NULL,274280.57,2744893.21,1,0,NULL,NULL,1,0,1,1,1,1,NULL,NULL,NULL,6800900,NULL,None,None,NULL,NULL,NULL,NULL,1,0,0,0,1,NULL,NULL,1,3,3,1,4,1,NULL,NULL,NULL,以web service介接,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,313,313,SHI MEN,NULL,NULL,8,121.2,24.81
121.241351,24.835419,false,Point,現存,21C040,十一份,SHI YI FEN,桃園市龍潭區佳安里佳安路2號(北區水資源局旁),"No.2, Jiaan Rd., Longtan Dist., Taoyuan City",13,273564.9,2747774.3,235.0,10,11,1140,30093,None,"121°14'29.0""","24°50'8.0""",NULL,三坑溪,6800900,00:00.0,NULL,NULL,NULL,274394.35,2747570.0,1,0,NULL,NULL,1,0,1,1,1,1,NULL,NULL,NULL,6800900,NULL,None,None,NULL,NULL,NULL,NULL,1,0,0,0,1,NULL,NULL,0,NULL,NULL,1,4,1,NULL,NULL,NULL,以web service介接,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,313,313,SHI YI FEN,NULL,NULL,8,121.2,24.83
121.260353,24.588571,false,Point,現存,21D160,白石,XIN BAI SHI,新竹縣尖石鄉養老村,Yanglao T.Jianshi H. Hsinchu H.,19,275537.0,2720438.0,1620.0,10,11,1140,1140003,None,"121°15'37.0""","24°35'19.0""",NULL,白石溪,1000412,00:00.0,NULL,NULL,NULL,276366.95,2720233.09,1,1,6,NULL,1,0,1,1,1,1,NULL,NULL,NULL,1000412,NULL,None,None,NULL,3,3,3,1,0,0,0,0,NULL,NULL,1,3,3,1,8,1,0,NULL,NULL,以web service介接,0,0,0,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,0,0,NULL,NULL,0,0,0,0,0,0,NULL,313,313,XIN BAI SHI,NULL,NULL,8,121.2,24.58
121.25145,24.82445,false,Point,現存,01C400,石門(3),SHI MEN-3,桃園市龍潭區大坪里(石門水庫後池堰面對下游左側),"Ta-Ping Vil., Longtan Dist., Taoyuan City",13,274588.0,2746561.3,142.0,10,10,1140,300320,NULL,"121°15'5""","24°49'28""",NULL,大漢溪,6800900,NULL,NULL,NULL,NULL,275417.4,2746356.95,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6800900,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,自防災中心介接,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,250,250,SHI MEN-3,NULL,NULL,8,NULL,NULL
121.032222,24.090733,false,Point,現存,00H810,惠蓀(2),HUI SUN-2,南投縣仁愛鄉新生村山林巷1號(中興大學惠蓀林場),"No.1, Shanlin Ln., Ren’Ai Township, Nantou County",10,252447.5,2665278.1,684.0,20,3,1430,2700075,None,"121°1'56""","24°5'27""",NULL,北港溪,1000813,00:00.0,010.116.23.008,4838,PROCAL,253276.0,2665072.0,1,0,8,中興大學惠蓀林場,1,1,0,0,0,0,NULL,NULL,NULL,1000813,新生村,143010,143011,NULL,1,1,1,0,0,0,1,1,200,0,1,7,1,1,4,1,0,1,NULL,NULL,0,1,0,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,1,0,5,1,1,0,2,3,0,3,NULL,212,212,HUI SUN-2,NULL,NULL,8,NULL,NULL
121.251686,23.20231,false,Point,現存,01T720,明里,MING LI,花蓮縣富里鄉明里村2鄰明里24號(老村長家),"No.24, Ming Vil., Fuli Township, Hualien County",9,274934.5,2566915.0,210.0,40,9,2370,3400090,None,"121°15'6.0""","23°12'8.0""",NULL,崙天南溪,1001510,00:00.0,010.116.29.005,4921,PROCAL,275762.31,2566708.1,0,1,3,私有,1,1,0,0,0,0,NULL,NULL,NULL,1001510,明里村,237010,None,NULL,2,2,2,0,0,0,1,0,NULL,NULL,1,7,2,1,4,1,0,1,NULL,NULL,0,1,0,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,1,0,5,1,1,0,1,4,0,3,NULL,247,243,MING LI,NULL,NULL,8,121.2,23.2
